townland,county,smrs,entity_id,objectid,class_code,monument_type,latitude,longitude,web_notes,,,,,
ELTON,LIMERICK,LI040-078004-,LI04203,89904,BARO,unclassified,52.429414,-8.459662,In wet pasture 260m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 4) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible on Google Earth orthoimages.   See attached aerial photograph (Site No. 4) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 2 June 2021,,,,,
ELTON,LIMERICK,LI040-078002-,LI04201,89902,BARO,unclassified,52.428614,-8.459565,In wet pasture 250m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983).  One of 37 possible sites (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 2) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible on Google Earth orthoimages.     Compiled by: Martin Fitzpatrick  Date of upload: 1 June 2021,,,,,
ELTON,LIMERICK,LI040-078006-,LI04205,89906,BARO,unclassified,52.429774,-8.459504,In wet pasture 300m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 6) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible on Google Earth orthoimages.  See attached aerial photograph (Site No. 6) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 2 June 2021,,,,,
ELTON,LIMERICK,LI040-078016-,LI04215,90049,BARO,unclassified,52.430075,-8.458389,In wet pasture 375m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 16) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123).  Faint cropmark of possible barrow or ring-ditch visible on Digital Globe orthoimage taken between 2011-13.   See attached aerial photograph (Site No. 16) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 3 June 2021,,,,,
ELTON,LIMERICK,LI040-078010-,LI04209,89910,BARO,unclassified,52.430659,-8.458366,In wet pasture 425m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 10) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible on Google Earth orthoimages.  See attached aerial photograph (Site No. 10) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 2 June 2021,,,,,
ELTON,LIMERICK,LI040-078018-,LI04217,90051,BARO,unclassified,52.42985,-8.458358,In wet pasture 360m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 18) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). Cropmark of possible barrow visible on Digital Globe orthoimage taken between 2011-13.   See attached aerial photograph (Site No. 18) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 3 June 2021,,,,,
ELTON,LIMERICK,LI040-078017-,LI04216,90050,BARO,unclassified,52.430148,-8.458155,In wet pasture 400m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 17) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). Cropmark of possible barrow visible on Digital Globe orthoimage taken between 2011-13.   See attached aerial photograph (Site No. 17) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 3 June 2021,,,,,
ELTON,LIMERICK,LI040-078019-,LI04218,90052,BARO,unclassified,52.42995,-8.458153,In wet pasture 375m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 19) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible on Google Earth orthoimages.  See attached aerial photograph (Site No. 19) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 3 June 2021,,,,,
ELTON,LIMERICK,LI040-078013-,LI04212,89913,BARO,unclassified,52.43084,-8.458103,In wet pasture 450m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 13) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123).  No surface remains visible on Google Earth orthoimages.  See attached aerial photograph (Site No. 13) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 3 June 2021,,,,,
ELTON,LIMERICK,LI040-078008-,LI04207,89908,BARO,unclassified,52.429159,-8.458056,In wet pasture 330m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 8) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible.  See attached aerial photograph (Site No. 8) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 2 June 2021,,,,,
RATHANNY,LIMERICK,LI040-298----,LI08683,159535,BARO,unclassified,52.447658,-8.458013,"In reclaimed pasture, immediately SE of earthwork (LI040-023----).  Tumulus described by OKelly (1944, 32) as follows; To the S.E and 6 [1.8m] from the outer edge of the fosse  [LI040-023---] is a small low tumulus consisting of a slight mound surrounded by a fosse. It has no outer bank and its overall diameter is 60 [18.3m].  Possible barrow described as a 'tumulus' by O'Kelly is visible to the immediate SE on OSi orthophotograph taken between 2005-12 and on Google earth orthoimages.  See attached Google Earth orthoimages.  Compiled by: Caimin O'Brien  Date of upload: 19 May 2021",,,,,
ELTON,LIMERICK,LI040-078014-,LI04213,89914,BARO,unclassified,52.430508,-8.457982,In wet pasture 450m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 14) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123).  No surface remains visible on Google Earth orthoimages.  See attached aerial photograph (Site No. 14) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 3 June 2021,,,,,
ELTON,LIMERICK,LI040-078023-,LI04222,90056,BARO,unclassified,52.429574,-8.457825,In wet pasture 375m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 23) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible on Google Earth orthoimages.  See attached aerial photograph (Site No. 23) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 3 June 2021,,,,,
ELTON,LIMERICK,LI040-078024-,LI04223,90058,BARO,unclassified,52.430284,-8.457774,In wet pasture 430m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 24) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). Faint cropmark of possible barrow visible on Digital Globe orthoimage taken between 2011-13.   See attached aerial photograph (Site No. 24) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 3 June 2021,,,,,
ELTON,LIMERICK,LI040-078027-,LI04226,90061,BARO,unclassified,52.430141,-8.45767,In wet pasture 425m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 27) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible of possible barrow visible on Digital Globe orthoimage taken between 2011-13.   Compiled by: Martin Fitzpatrick  Date of upload: 4 June 2021,,,,,
ELTON,LIMERICK,LI040-078009-,LI04208,89909,BARO,unclassified,52.429098,-8.457615,In wet pasture 350m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 9) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible.  See attached aerial photograph (Site No. 9) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 2 June 2021,,,,,
